"data_time","device","Pa","Rc","Ta","Ua"
"2025-08-01 00:31:39","b101",994.7,0.0,28.0,78.1
"2025-08-01 00:32:09","b101",994.7,0.0,28.0,78.1
"2025-08-01 00:32:39","b101",994.7,0.0,28.0,77.8
"2025-08-01 00:33:09","b101",994.7,0.0,28.1,77.6
"2025-08-01 00:33:39","b101",994.7,0.0,28.1,77.2
"2025-08-01 00:34:09","b101",994.8,0.0,28.1,77.3
"2025-08-01 00:34:39","b101",994.7,0.0,28.1,77.3
"2025-08-01 00:35:09","b101",994.8,0.0,28.2,77.3
"2025-08-01 00:35:39","b101",994.8,0.0,28.2,77.5
"2025-08-01 00:36:09","b101",994.8,0.0,28.2,77.3
"2025-08-01 00:36:39","b101",994.8,0.0,28.2,77.1
"2025-08-01 00:37:09","b101",994.8,0.0,28.2,77.1
"2025-08-01 00:37:39","b101",994.8,0.0,28.3,77.1
"2025-08-01 00:38:09","b101",994.8,0.0,28.3,77.2
"2025-08-01 00:38:39","b101",994.9,0.0,28.3,77.0
"2025-08-01 00:39:09","b101",994.8,0.0,28.3,77.0
"2025-08-01 00:39:39","b101",994.9,0.0,28.3,76.8
"2025-08-01 00:40:09","b101",994.8,0.0,28.3,76.9
"2025-08-01 00:40:39","b101",994.8,0.0,28.3,76.2
"2025-08-01 00:41:09","b101",994.8,0.0,28.3,76.1
"2025-08-01 00:41:39","b101",994.8,0.0,28.4,75.9
"2025-08-01 00:42:09","b101",994.8,0.0,28.3,75.9
"2025-08-01 00:42:39","b101",994.8,0.0,28.4,75.9
"2025-08-01 00:43:09","b101",994.9,0.0,28.4,75.9
"2025-08-01 00:43:39","b101",994.9,0.0,28.4,75.7
"2025-08-01 00:44:09","b101",994.8,0.0,28.4,75.5
"2025-08-01 00:44:39","b101",994.9,0.0,28.4,75.4
"2025-08-01 00:45:09","b101",994.8,0.0,28.5,75.5
"2025-08-01 00:45:39","b101",994.9,0.0,28.5,75.4
"2025-08-01 00:46:09","b101",994.8,0.0,28.5,75.3
"2025-08-01 00:46:39","b101",994.8,0.0,28.5,75.2
"2025-08-01 00:47:09","b101",994.8,0.0,28.5,75.4
"2025-08-01 00:47:39","b101",994.8,0.0,28.5,75.5
"2025-08-01 00:48:09","b101",994.8,0.0,28.6,75.9
"2025-08-01 00:48:39","b101",994.8,0.0,28.6,75.9
"2025-08-01 00:49:09","b101",994.8,0.0,28.6,76.1
"2025-08-01 00:49:39","b101",994.8,0.0,28.6,76.0
"2025-08-01 00:50:09","b101",994.8,0.0,28.6,76.1
"2025-08-01 00:50:39","b101",994.8,0.0,28.6,76.2
"2025-08-01 00:51:09","b101",994.7,0.0,28.6,76.2
"2025-08-01 00:51:39","b101",994.7,0.0,28.6,76.3
"2025-08-01 00:52:09","b101",994.7,0.0,28.6,76.2
"2025-08-01 00:52:39","b101",994.8,0.0,28.6,75.9
"2025-08-01 00:53:09","b101",994.8,0.0,28.6,76.1
"2025-08-01 00:53:39","b101",994.8,0.0,28.7,76.0
"2025-08-01 00:54:09","b101",994.8,0.0,28.7,76.2
"2025-08-01 00:54:39","b101",994.8,0.0,28.7,76.3
"2025-08-01 00:55:09","b101",994.8,0.0,28.7,76.3
"2025-08-01 00:55:39","b101",994.8,0.0,28.7,76.4
"2025-08-01 00:56:09","b101",994.7,0.0,28.7,76.4
"2025-08-01 00:56:39","b101",994.8,0.0,28.7,76.1
"2025-08-01 00:57:09","b101",994.7,0.0,28.7,76.1
"2025-08-01 00:57:39","b101",994.7,0.0,28.7,76.2
"2025-08-01 00:58:09","b101",994.7,0.0,28.7,76.0
"2025-08-01 00:58:39","b101",994.7,0.0,28.7,76.0
"2025-08-01 00:59:09","b101",994.8,0.0,28.7,75.8
"2025-08-01 00:59:39","b101",994.8,0.0,28.7,75.7
"2025-08-01 01:00:09","b101",994.7,0.0,28.7,76.0
"2025-08-01 01:00:39","b101",994.7,0.0,28.7,76.1
"2025-08-01 01:01:09","b101",994.7,0.0,28.7,75.9
"2025-08-01 01:01:39","b101",994.8,0.0,28.7,76.3
"2025-08-01 01:02:09","b101",994.7,0.0,28.7,76.7
"2025-08-01 01:02:39","b101",994.7,0.0,28.7,76.9
"2025-08-01 01:03:09","b101",994.7,0.0,28.7,77.3
"2025-08-01 01:03:39","b101",994.8,0.0,28.7,77.5
"2025-08-01 01:04:09","b101",994.7,0.0,28.7,77.9
"2025-08-01 01:04:39","b101",994.8,0.0,28.7,78.2
"2025-08-01 01:05:09","b101",994.7,0.0,28.7,78.8
"2025-08-01 01:05:39","b101",994.7,0.0,28.7,78.8
"2025-08-01 01:06:09","b101",994.7,0.0,28.7,78.9
"2025-08-01 01:06:39","b101",994.8,0.0,28.7,78.7
"2025-08-01 01:07:09","b101",994.7,0.0,28.7,78.9
"2025-08-01 01:07:39","b101",994.7,0.0,28.7,79.5
"2025-08-01 01:08:09","b101",994.7,0.0,28.7,80.3
"2025-08-01 01:08:39","b101",994.7,0.0,28.7,81.0
"2025-08-01 01:09:09","b101",994.7,0.0,28.7,81.4
"2025-08-01 01:09:39","b101",994.7,0.0,28.7,81.4
"2025-08-01 01:10:09","b101",994.7,0.0,28.7,81.9
"2025-08-01 01:10:39","b101",994.7,0.0,28.7,82.4
"2025-08-01 01:11:09","b101",994.7,0.0,28.7,82.9
"2025-08-01 01:11:39","b101",994.7,0.0,28.7,82.5
"2025-08-01 01:12:09","b101",994.7,0.0,28.6,82.1
"2025-08-01 01:12:39","b101",994.6,0.0,28.6,81.6
"2025-08-01 01:13:09","b101",994.7,0.0,28.6,81.4
"2025-08-01 01:13:39","b101",994.6,0.0,28.6,80.4
"2025-08-01 01:14:09","b101",994.6,0.0,28.5,79.8
"2025-08-01 01:14:39","b101",994.7,0.0,28.5,79.6
"2025-08-01 01:15:09","b101",994.7,0.0,28.5,79.3
"2025-08-01 01:15:39","b101",994.6,0.0,28.5,79.2
"2025-08-01 01:16:09","b101",994.7,0.0,28.5,79.5
"2025-08-01 01:16:39","b101",994.7,0.0,28.5,79.8
"2025-08-01 01:17:09","b101",994.7,0.0,28.5,80.1
"2025-08-01 01:17:39","b101",994.7,0.0,28.4,79.9
"2025-08-01 01:18:09","b101",994.7,0.0,28.4,80.0
"2025-08-01 01:18:39","b101",994.7,0.0,28.4,80.2
"2025-08-01 01:19:09","b101",994.7,0.0,28.4,80.2
"2025-08-01 01:19:39","b101",994.8,0.0,28.4,79.9
"2025-08-01 01:20:09","b101",994.7,0.0,28.4,79.6
"2025-08-01 01:20:39","b101",994.7,0.0,28.4,79.5
"2025-08-01 01:21:09","b101",994.7,0.0,28.3,79.4
"2025-08-01 01:21:39","b101",994.7,0.0,28.3,79.4
"2025-08-01 01:22:09","b101",994.7,0.0,28.3,79.5
"2025-08-01 01:22:39","b101",994.7,0.0,28.3,79.6
"2025-08-01 01:23:09","b101",994.7,0.0,28.3,79.6
"2025-08-01 01:23:39","b101",994.7,0.0,28.3,79.5
"2025-08-01 01:24:09","b101",994.7,0.0,28.3,79.3
"2025-08-01 01:24:39","b101",994.7,0.0,28.3,79.3
"2025-08-01 01:25:09","b101",994.7,0.0,28.3,79.9
"2025-08-01 01:25:39","b101",994.7,0.0,28.3,80.2
"2025-08-01 01:26:09","b101",994.7,0.0,28.3,80.3
"2025-08-01 01:26:39","b101",994.6,0.0,28.2,80.4
"2025-08-01 01:27:09","b101",994.6,0.0,28.2,80.6
"2025-08-01 01:27:39","b101",994.6,0.0,28.3,80.9
"2025-08-01 01:28:09","b101",994.6,0.0,28.2,80.4
"2025-08-01 01:28:39","b101",994.7,0.0,28.2,80.0
"2025-08-01 01:29:09","b101",994.7,0.0,28.2,79.8
"2025-08-01 01:29:39","b101",994.7,0.0,28.2,79.8
"2025-08-01 01:30:09","b101",994.7,0.0,28.2,79.9
"2025-08-01 01:30:39","b101",994.6,0.0,28.2,80.0
"2025-08-01 01:31:09","b101",994.7,0.0,28.1,80.1
"2025-08-01 01:31:39","b101",994.7,0.0,28.2,80.2
"2025-08-01 01:32:09","b101",994.7,0.0,28.2,80.4
"2025-08-01 01:32:39","b101",994.7,0.0,28.2,80.6
"2025-08-01 01:33:09","b101",994.7,0.0,28.1,80.4
"2025-08-01 01:33:39","b101",994.7,0.0,28.1,79.8
"2025-08-01 01:34:09","b101",994.6,0.0,28.1,79.6
"2025-08-01 01:34:39","b101",994.7,0.0,28.1,79.3
"2025-08-01 01:35:09","b101",994.7,0.0,28.1,78.8
"2025-08-01 01:35:39","b101",994.7,0.0,28.0,78.6
"2025-08-01 01:36:09","b101",994.6,0.0,28.0,78.5
"2025-08-01 01:36:39","b101",994.7,0.0,28.0,78.5
"2025-08-01 01:37:09","b101",994.6,0.0,28.0,78.6
"2025-08-01 01:37:39","b101",994.6,0.0,28.0,78.4
"2025-08-01 01:38:09","b101",994.6,0.0,28.0,78.4
"2025-08-01 01:38:39","b101",994.6,0.0,28.0,78.2
"2025-08-01 01:39:09","b101",994.6,0.0,28.0,78.4
"2025-08-01 01:39:39","b101",994.6,0.0,28.0,78.9
"2025-08-01 01:40:09","b101",994.6,0.0,28.0,78.7
"2025-08-01 01:40:39","b101",994.6,0.0,28.0,78.6
"2025-08-01 01:41:09","b101",994.6,0.0,28.0,78.6
"2025-08-01 01:41:39","b101",994.5,0.0,28.0,78.6
"2025-08-01 01:42:09","b101",994.6,0.0,28.0,78.6
"2025-08-01 01:42:39","b101",994.6,0.0,28.0,78.6
"2025-08-01 01:43:09","b101",994.6,0.0,28.0,78.8
"2025-08-01 01:43:39","b101",994.6,0.0,28.0,79.0
"2025-08-01 01:44:09","b101",994.6,0.0,28.0,78.9
"2025-08-01 01:44:39","b101",994.6,0.0,28.0,78.9
"2025-08-01 01:45:09","b101",994.6,0.0,28.0,79.1
"2025-08-01 01:45:39","b101",994.6,0.0,28.0,79.5
"2025-08-01 01:46:09","b101",994.6,0.0,28.0,79.9
"2025-08-01 01:46:39","b101",994.6,0.0,28.0,80.1
"2025-08-01 01:47:09","b101",994.6,0.0,28.0,79.9
"2025-08-01 01:47:39","b101",994.6,0.0,28.0,80.0
"2025-08-01 01:48:09","b101",994.6,0.0,28.0,80.2
"2025-08-01 01:48:39","b101",994.6,0.0,28.0,80.4
"2025-08-01 01:49:09","b101",994.6,0.0,28.0,80.6
"2025-08-01 01:49:39","b101",994.6,0.0,28.0,80.9
"2025-08-01 01:50:09","b101",994.6,0.0,28.0,81.0
"2025-08-01 01:50:39","b101",994.6,0.0,28.0,81.1
"2025-08-01 01:51:09","b101",994.6,0.0,28.0,81.1
"2025-08-01 01:51:39","b101",994.6,0.0,28.0,81.2
"2025-08-01 01:52:09","b101",994.6,0.0,28.0,81.3
"2025-08-01 01:52:39","b101",994.6,0.0,28.0,81.4
"2025-08-01 01:53:09","b101",994.6,0.0,27.9,81.6
"2025-08-01 01:53:39","b101",994.6,0.0,28.0,81.9
"2025-08-01 01:54:09","b101",994.6,0.0,28.0,82.1
"2025-08-01 01:54:39","b101",994.5,0.0,28.0,82.3
"2025-08-01 01:55:09","b101",994.5,0.0,28.0,82.4
"2025-08-01 01:55:39","b101",994.5,0.0,28.0,82.7
"2025-08-01 01:56:09","b101",994.5,0.0,27.9,82.8
"2025-08-01 01:56:39","b101",994.6,0.0,27.9,82.9
"2025-08-01 01:57:09","b101",994.6,0.0,27.9,82.8
"2025-08-01 01:57:39","b101",994.5,0.0,27.9,82.7
"2025-08-01 01:58:09","b101",994.5,0.0,27.9,82.3
"2025-08-01 01:58:39","b101",994.5,0.0,27.9,81.4
"2025-08-01 01:59:09","b101",994.5,0.0,27.9,81.4
"2025-08-01 01:59:39","b101",994.6,0.0,27.9,81.4
"2025-08-01 02:00:09","b101",994.6,0.0,27.9,81.2
"2025-08-01 02:00:39","b101",994.5,0.0,27.8,80.9
"2025-08-01 02:01:09","b101",994.5,0.0,27.8,80.9
"2025-08-01 02:01:39","b101",994.5,0.0,27.8,80.7
"2025-08-01 02:02:09","b101",994.5,0.0,27.8,80.6
"2025-08-01 02:02:39","b101",994.5,0.0,27.8,80.4
"2025-08-01 02:03:09","b101",994.5,0.0,27.8,80.3
"2025-08-01 02:03:39","b101",994.5,0.0,27.8,80.2
"2025-08-01 02:04:09","b101",994.5,0.0,27.8,80.3
"2025-08-01 02:04:39","b101",994.5,0.0,27.8,80.3
"2025-08-01 02:05:09","b101",994.5,0.0,27.8,80.2
"2025-08-01 02:05:39","b101",994.5,0.0,27.8,80.1
"2025-08-01 02:06:09","b101",994.5,0.0,27.8,80.1
"2025-08-01 02:06:39","b101",994.5,0.0,27.9,80.4
"2025-08-01 02:07:09","b101",994.5,0.0,27.9,80.5
"2025-08-01 02:07:39","b101",994.5,0.0,27.9,80.8
"2025-08-01 02:08:09","b101",994.4,0.0,27.9,81.3
"2025-08-01 02:08:39","b101",994.5,0.0,27.9,81.4
"2025-08-01 02:09:09","b101",994.5,0.0,27.9,81.2
"2025-08-01 02:09:39","b101",994.5,0.0,27.9,81.5
"2025-08-01 02:10:09","b101",994.5,0.0,27.9,81.5
"2025-08-01 02:10:39","b101",994.5,0.0,27.9,81.5
"2025-08-01 02:11:09","b101",994.5,0.0,27.8,81.4
"2025-08-01 02:11:39","b101",994.5,0.0,27.9,81.4
"2025-08-01 02:12:09","b101",994.5,0.0,27.8,81.3
"2025-08-01 02:12:39","b101",994.5,0.0,27.8,80.9
"2025-08-01 02:13:09","b101",994.5,0.0,27.8,80.7
"2025-08-01 02:13:39","b101",994.5,0.0,27.8,80.4
"2025-08-01 02:14:09","b101",994.5,0.0,27.8,80.5
"2025-08-01 02:14:39","b101",994.5,0.0,27.8,80.4
"2025-08-01 02:15:09","b101",994.5,0.0,27.8,80.4
"2025-08-01 02:15:39","b101",994.5,0.0,27.8,80.5
"2025-08-01 02:16:09","b101",994.5,0.0,27.8,80.5
"2025-08-01 02:16:39","b101",994.5,0.0,27.8,80.6
"2025-08-01 02:17:09","b101",994.5,0.0,27.8,80.4
"2025-08-01 02:17:39","b101",994.5,0.0,27.8,80.8
"2025-08-01 02:18:09","b101",994.5,0.0,27.8,80.8
"2025-08-01 02:18:39","b101",994.5,0.0,27.8,80.7
"2025-08-01 02:19:09","b101",994.5,0.0,27.8,80.7
"2025-08-01 02:19:39","b101",994.5,0.0,27.8,80.9
"2025-08-01 02:20:09","b101",994.5,0.0,27.8,81.0
"2025-08-01 02:20:39","b101",994.5,0.0,27.8,80.9
"2025-08-01 02:21:09","b101",994.5,0.0,27.8,80.5
"2025-08-01 02:21:39","b101",994.5,0.0,27.8,80.4
"2025-08-01 02:22:09","b101",994.5,0.0,27.8,80.5
"2025-08-01 02:22:39","b101",994.5,0.0,27.8,80.4
"2025-08-01 02:23:09","b101",994.5,0.0,27.8,80.5
"2025-08-01 02:23:39","b101",994.5,0.0,27.8,80.7
"2025-08-01 02:24:09","b101",994.6,0.0,27.8,80.9
"2025-08-01 02:24:39","b101",994.5,0.0,27.8,81.0
"2025-08-01 02:25:09","b101",994.6,0.0,27.8,81.0
"2025-08-01 02:25:39","b101",994.6,0.0,27.8,81.0
"2025-08-01 02:26:09","b101",994.6,0.0,27.8,80.7
"2025-08-01 02:26:39","b101",994.6,0.0,27.8,80.4
"2025-08-01 02:27:09","b101",994.6,0.0,27.8,80.2
"2025-08-01 02:27:39","b101",994.6,0.0,27.8,80.2
"2025-08-01 02:28:09","b101",994.6,0.0,27.8,80.1
"2025-08-01 02:28:39","b101",994.6,0.0,27.8,80.1
"2025-08-01 02:29:09","b101",994.6,0.0,27.7,80.0
"2025-08-01 02:29:39","b101",994.6,0.0,27.8,80.0
"2025-08-01 02:30:09","b101",994.6,0.0,27.7,80.0
"2025-08-01 02:30:39","b101",994.6,0.0,27.7,79.9
"2025-08-01 02:31:09","b101",994.6,0.0,27.7,80.1
"2025-08-01 02:31:39","b101",994.6,0.0,27.8,80.3
"2025-08-01 02:32:09","b101",994.6,0.0,27.7,80.3
"2025-08-01 02:32:39","b101",994.5,0.0,27.8,80.3
"2025-08-01 02:33:09","b101",994.6,0.0,27.7,80.4
"2025-08-01 02:33:39","b101",994.6,0.0,27.7,80.4
"2025-08-01 02:34:09","b101",994.6,0.0,27.7,80.4
"2025-08-01 02:34:39","b101",994.5,0.0,27.7,80.5
"2025-08-01 02:35:09","b101",994.5,0.0,27.7,80.5
"2025-08-01 02:35:39","b101",994.5,0.0,27.7,80.3
"2025-08-01 02:36:09","b101",994.6,0.0,27.7,80.3
"2025-08-01 02:36:39","b101",994.5,0.0,27.7,80.5
"2025-08-01 02:37:09","b101",994.5,0.0,27.7,80.5
"2025-08-01 02:37:39","b101",994.6,0.0,27.7,80.3
"2025-08-01 02:38:09","b101",994.5,0.0,27.7,80.3
"2025-08-01 02:38:39","b101",994.5,0.0,27.7,80.4
"2025-08-01 02:39:09","b101",994.5,0.0,27.7,80.5
"2025-08-01 02:39:39","b101",994.5,0.0,27.6,80.3
"2025-08-01 02:40:09","b101",994.5,0.0,27.6,80.2
"2025-08-01 02:40:39","b101",994.5,0.0,27.7,80.4
"2025-08-01 02:41:09","b101",994.6,0.0,27.6,80.3
"2025-08-01 02:41:39","b101",994.6,0.0,27.6,80.4
"2025-08-01 02:42:09","b101",994.6,0.0,27.6,80.5
"2025-08-01 02:42:39","b101",994.5,0.0,27.6,80.4
"2025-08-01 02:43:09","b101",994.5,0.0,27.6,80.5
"2025-08-01 02:43:39","b101",994.6,0.0,27.6,80.7
"2025-08-01 02:44:09","b101",994.5,0.0,27.6,80.7
"2025-08-01 02:44:39","b101",994.6,0.0,27.6,80.6
"2025-08-01 02:45:09","b101",994.6,0.0,27.6,80.8
"2025-08-01 02:45:39","b101",994.6,0.0,27.6,81.0
"2025-08-01 02:46:09","b101",994.6,0.0,27.6,81.1
"2025-08-01 02:46:39","b101",994.6,0.0,27.6,81.2
"2025-08-01 02:47:09","b101",994.6,0.0,27.6,81.0
"2025-08-01 02:47:39","b101",994.6,0.0,27.6,81.0
"2025-08-01 02:48:09","b101",994.6,0.0,27.6,81.2
"2025-08-01 02:48:39","b101",994.6,0.0,27.6,81.0
"2025-08-01 02:49:09","b101",994.6,0.0,27.5,81.1
"2025-08-01 02:49:39","b101",994.6,0.0,27.6,81.0
"2025-08-01 02:50:09","b101",994.6,0.0,27.5,81.1
"2025-08-01 02:50:39","b101",994.6,0.0,27.6,81.2
"2025-08-01 02:51:09","b101",994.6,0.0,27.5,81.1
"2025-08-01 02:51:39","b101",994.6,0.0,27.5,81.0
"2025-08-01 02:52:09","b101",994.6,0.0,27.5,81.0
"2025-08-01 02:52:39","b101",994.6,0.0,27.5,80.9
"2025-08-01 02:53:09","b101",994.6,0.0,27.5,80.8
"2025-08-01 02:53:39","b101",994.6,0.0,27.5,81.0
"2025-08-01 02:54:09","b101",994.6,0.0,27.5,81.1
"2025-08-01 02:54:39","b101",994.5,0.0,27.5,81.1
"2025-08-01 02:55:09","b101",994.6,0.0,27.5,81.0
"2025-08-01 02:55:39","b101",994.5,0.0,27.5,81.0
"2025-08-01 02:56:09","b101",994.5,0.0,27.5,81.0
"2025-08-01 02:56:39","b101",994.6,0.0,27.5,81.1
"2025-08-01 02:57:09","b101",994.5,0.0,27.5,81.2
"2025-08-01 02:57:39","b101",994.5,0.0,27.5,81.1
"2025-08-01 02:58:09","b101",994.5,0.0,27.5,81.1
"2025-08-01 02:58:39","b101",994.6,0.0,27.5,81.2
"2025-08-01 02:59:09","b101",994.5,0.0,27.5,81.2
"2025-08-01 02:59:39","b101",994.5,0.0,27.5,81.2
"2025-08-01 03:00:09","b101",994.5,0.0,27.5,81.2
"2025-08-01 03:00:39","b101",994.5,0.0,27.5,81.2
"2025-08-01 03:01:09","b101",994.6,0.0,27.5,81.2
"2025-08-01 03:01:39","b101",994.6,0.0,27.4,81.3
"2025-08-01 03:02:09","b101",994.6,0.0,27.5,81.5
"2025-08-01 03:02:39","b101",994.5,0.0,27.5,81.5
"2025-08-01 03:03:09","b101",994.6,0.0,27.5,81.7
"2025-08-01 03:03:39","b101",994.6,0.0,27.5,81.9
"2025-08-01 03:04:09","b101",994.6,0.0,27.5,82.1
"2025-08-01 03:04:39","b101",994.5,0.0,27.5,82.1
"2025-08-01 03:05:09","b101",994.6,0.0,27.5,82.1
"2025-08-01 03:05:39","b101",994.6,0.0,27.5,82.4
"2025-08-01 03:06:09","b101",994.5,0.0,27.5,81.8
"2025-08-01 03:06:39","b101",994.6,0.0,27.5,82.0
"2025-08-01 03:07:09","b101",994.5,0.0,27.5,81.9
"2025-08-01 03:07:39","b101",994.6,0.0,27.5,81.9
"2025-08-01 03:08:09","b101",994.5,0.0,27.5,82.0
"2025-08-01 03:08:39","b101",994.5,0.0,27.5,82.0
"2025-08-01 03:09:09","b101",994.5,0.0,27.5,82.0
"2025-08-01 03:09:39","b101",994.5,0.0,27.5,81.8
"2025-08-01 03:10:09","b101",994.5,0.0,27.5,81.9
"2025-08-01 03:10:39","b101",994.6,0.0,27.5,82.1
"2025-08-01 03:11:09","b101",994.5,0.0,27.5,82.2
"2025-08-01 03:11:39","b101",994.5,0.0,27.5,82.2
"2025-08-01 03:12:09","b101",994.5,0.0,27.5,82.1
"2025-08-01 03:12:39","b101",994.5,0.0,27.5,81.8
"2025-08-01 03:13:09","b101",994.5,0.0,27.5,81.7
"2025-08-01 03:13:39","b101",994.5,0.0,27.5,81.7
"2025-08-01 03:14:09","b101",994.5,0.0,27.5,81.7
"2025-08-01 03:14:39","b101",994.5,0.0,27.5,81.9
"2025-08-01 03:15:09","b101",994.5,0.0,27.5,82.0
"2025-08-01 03:15:39","b101",994.5,0.0,27.5,81.7
"2025-08-01 03:16:09","b101",994.5,0.0,27.5,81.7
"2025-08-01 03:16:39","b101",994.6,0.0,27.6,81.8
"2025-08-01 03:17:09","b101",994.5,0.0,27.5,82.0
"2025-08-01 03:17:39","b101",994.5,0.0,27.6,82.1
"2025-08-01 03:18:09","b101",994.5,0.0,27.6,82.5
"2025-08-01 03:18:39","b101",994.5,0.0,27.6,83.0
"2025-08-01 03:19:09","b101",994.5,0.0,27.5,83.1
"2025-08-01 03:19:39","b101",994.5,0.0,27.6,83.1
"2025-08-01 03:20:09","b101",994.5,0.0,27.6,83.3
"2025-08-01 03:20:39","b101",994.5,0.0,27.6,83.6
"2025-08-01 03:21:09","b101",994.5,0.0,27.6,84.0
"2025-08-01 03:21:39","b101",994.5,0.0,27.6,84.2
"2025-08-01 03:22:09","b101",994.5,0.0,27.5,84.4
"2025-08-01 03:22:39","b101",994.5,0.0,27.6,84.6
"2025-08-01 03:23:09","b101",994.4,0.0,27.6,84.7
"2025-08-01 03:23:39","b101",994.5,0.0,27.5,85.0
"2025-08-01 03:24:09","b101",994.4,0.0,27.6,85.1
"2025-08-01 03:24:39","b101",994.4,0.0,27.5,85.1
"2025-08-01 03:25:09","b101",994.4,0.0,27.6,85.2
"2025-08-01 03:25:39","b101",994.4,0.0,27.5,85.1
"2025-08-01 03:26:09","b101",994.4,0.0,27.5,84.2
"2025-08-01 03:26:39","b101",994.4,0.0,27.5,83.1
"2025-08-01 03:27:09","b101",994.4,0.0,27.5,83.0
"2025-08-01 03:27:39","b101",994.4,0.0,27.5,83.2
"2025-08-01 03:28:09","b101",994.5,0.0,27.5,83.2
"2025-08-01 03:28:39","b101",994.4,0.0,27.5,83.2
"2025-08-01 03:29:09","b101",994.4,0.0,27.4,83.3
"2025-08-01 03:29:39","b101",994.4,0.0,27.5,83.2
"2025-08-01 03:30:09","b101",994.4,0.0,27.4,82.8
"2025-08-01 03:30:39","b101",994.4,0.0,27.4,82.5
