sid,province,city,lon,lat,code
53784,河北,赵县,114.78333333333332,37.75000000000001,yXSFQ
53785,河北,柏乡,114.66666666666669,37.51666666666667,dVXww
53786,山西,左权,113.33333333333334,37.08333333333333,VFmuE
53787,山西,榆社,112.98333333333332,37.06666666666666,mQwJl
53788,山西,和顺,113.56666666666668,37.333333333333336,tOgRV
53789,河北,栾城,114.63333333333333,37.88333333333333,vPoEm
53790,河北,高邑,114.6,37.63333333333334,Slmxc
53791,河北,元氏,114.5,37.8,XHFGV
53792,河北,临城,114.48333333333336,37.45,tBOjo
53794,河北,隆尧,114.75,37.35,CoRNr
53795,河北,赞皇,114.4,37.65,mEbhg
53796,河北,宁晋,114.88333333333334,37.61666666666666,QwGch
53797,河北,内丘,114.38333333333334,37.28333333333334,tbLfc
53798,河北,邢台,114.36666666666666,37.18333333333333,WgyJx
53799,河北,巨鹿,114.98333333333332,37.23333333333333,XXUYp
53806,宁夏,海原,105.65,36.56666666666667,ydxHC
53810,宁夏,同心,105.9,36.96666666666666,OgDeQ
53817,宁夏,固原,106.26666666666668,36.0,muLnq
53821,甘肃,环县,107.3,36.56666666666667,tpwqY
53829,甘肃,庆城,107.9,35.98333333333334,eWgYP
53832,陕西,志丹,108.76666666666664,36.766666666666666,kTYbH
53841,陕西,安塞,109.31666666666666,36.88333333333333,XKqRX
53848,陕西,甘泉,109.35,36.26666666666666,PWPqX
53850,陕西,延川,110.18333333333334,36.88333333333333,HDzyP
53852,山西,永和,110.63333333333333,36.766666666666666,Xmsxf
53853,山西,隰县,110.95,36.7,WVCsi
53854,陕西,延长,110.06666666666668,36.583333333333336,zGmNC
53856,山西,大宁,110.75,36.46666666666667,ekOlr
53857,陕西,宜川,110.18333333333334,36.06666666666666,wVXnP
53859,山西,吉县,110.66666666666669,36.1,AFVkU
53860,山西,交口,111.16666666666666,36.98333333333334,RAxFj
53861,山西,襄汾,111.38333333333334,35.88333333333333,ZlvFx
53862,山西,灵石,111.8,36.85,sGCZR
53863,山西,介休,111.95,37.06666666666666,KqHyx
53864,山西,蒲县,111.1,36.400000000000006,mxfxi
53865,山西,汾西,111.55,36.65,ZqAPc
53866,山西,洪洞,111.66666666666669,36.23333333333333,mwSUY
53868,山西,临汾,111.5,36.06666666666666,nhsiM
53869,山西,霍州,111.7,36.583333333333336,DiJSX
53871,山西,武乡,112.86666666666666,36.85,zJdqY
53872,山西,沁县,112.68333333333332,36.766666666666666,MizAK
53873,山西,长子,112.86666666666666,36.1,Siujx
53874,山西,古县,111.9,36.25,FCrZy
53875,山西,沁源,112.35,36.51666666666667,UEqUT
53877,山西,安泽,112.25,36.16666666666667,KSSLi
53878,山西,黎城,113.38333333333334,36.51666666666667,rDABI
53879,山西,屯留,112.88333333333334,36.31666666666666,IUDAF
53880,山西,潞城,113.23333333333332,36.333333333333336,yGPnj
53884,山西,襄垣,113.03333333333332,36.51666666666667,WDsDq
53885,山西,壶关,113.2,36.11666666666667,kCXTL
53886,河北,涉县,113.66666666666669,36.56666666666667,YueHa
53888,山西,平顺,113.43333333333334,36.2,jWYMB
53889,河南,林州,113.86666666666666,36.06666666666666,LvRhA
53890,河北,武安,114.1,36.66666666666666,FwHWv
53891,河北,南和,114.68333333333332,37.016666666666666,HjWcO
53892,河北,邯郸,114.46666666666668,36.61666666666666,AwDQd
53893,河北,曲周,115.0,36.78333333333333,fAOhd
53894,河北,峰峰,114.2,36.400000000000006,eRyds
53895,河北,永年,114.45,36.75000000000001,bJQcD
53896,河北,魏县,114.95,36.333333333333336,JdkhE
53897,河北,磁县,114.35,36.400000000000006,vQqbv
53898,河南,安阳,114.13333333333333,36.05,hNkdK
53899,河北,广平,114.96666666666668,36.48333333333333,fQMyR
53903,宁夏,西吉,105.71666666666668,35.96666666666666,zKyVn
53906,甘肃,静宁,105.71666666666668,35.51666666666667,UFAUV
53908,甘肃,通渭,105.23333333333332,35.21666666666667,YKHoa
53914,宁夏,隆德,106.11666666666666,35.61666666666666,VhNkw
53915,甘肃,崆峒,106.66666666666669,35.53333333333333,RfbKS
53916,宁夏,泾源,106.31666666666666,35.49999999999999,xyYEK
53917,甘肃,庄浪,106.06666666666668,35.21666666666667,xClnb
53923,甘肃,西峰,107.63333333333333,35.73333333333333,sXwtL
53924,甘肃,灵台,107.61666666666667,35.06666666666666,jxyvf
53925,甘肃,镇原,107.18333333333334,35.68333333333333,iBsYQ
53926,甘肃,泾川,107.35,35.35,gtMsI
53927,甘肃,华亭,106.61666666666667,35.2,CUyDL
53928,甘肃,崇信,107.01666666666668,35.3,UGwYi
53929,陕西,长武,107.8,35.2,RRVoo
53930,甘肃,华池,107.98333333333332,36.45,IqwuL
53931,陕西,富县,109.36666666666666,36.0,QfWPS
53934,甘肃,合水,107.98333333333332,35.78333333333333,HSTdx
53935,甘肃,正宁,108.4,35.483333333333334,impSE
53937,甘肃,宁县,107.88333333333334,35.53333333333333,lAmjf
53938,陕西,旬邑,108.3,35.16666666666667,HWqri
53941,陕西,白水,109.58333333333331,35.18333333333333,lrIpm
53942,陕西,洛川,109.41666666666669,35.766666666666666,RrumW
53944,陕西,黄陵,109.25,35.56666666666667,Iwyeu
53945,陕西,宜君,109.06666666666668,35.43333333333333,rURnf
53946,陕西,黄龙,109.81666666666666,35.6,uHJpt
53947,陕西,铜川,109.06666666666668,35.08333333333333,lZvra
53948,陕西,蒲城,109.58333333333331,34.95,tOfoG
53949,陕西,澄城,109.91666666666666,35.18333333333333,QobKK
53950,陕西,合阳,110.15,35.233333333333334,GQDFM
53953,山西,乡宁,110.85,35.95,fwMED
53954,山西,稷山,110.96666666666668,35.61666666666666,FJUIg
